longitude,latitude,elevation,prec_annual_mm,tmax_mean_c,NDVI,Red,Green,Blue,eco_values,Temperatur,Moisture,Landcover,Landforms,Climate_Re,W_Ecosystm
6.3,49.5,49.39,95.9483,11.6757,0.667941,44,115,45,160,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.3,49.6,0,74.1873,10.7133,0.678699,93,168,89,180,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.3,49.7,106.01,82.4356,10.264,0.62773,116,113,30,153,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.3,49.8,58.99,89.5437,11.0094,0.622263,30,132,90,167,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.3,49.9,13.37,72.6493,10.3157,0.741662,82,158,63,125,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.3,50.0,118.88,118.0731,9.596,0.534743,56,64,88,156,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.3,50.1,81.12,104.6357,10.9817,0.732355,74,183,80,151,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
6.3,50.2,166.88,102.7737,10.4818,0.469872,86,142,104,164,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
6.3,50.3,75.08,94.0406,10.6139,0.399179,68,108,45,111,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.3,50.4,48.56,66.7107,10.5079,0.279709,120,170,54,160,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.3,50.5,0,84.9903,11.5915,0.470149,102,144,53,165,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.3,50.6,48.8,84.7645,9.5809,0.638246,79,132,102,172,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.3,50.7,0,95.3252,10.9039,0.582533,92,87,78,137,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.3,50.8,153.11,91.5839,10.4811,0.480773,51,120,46,144,Cool Temperate,Moist,Settlement,Hills,Cool Temperate Moist,Cool Temperate Moist Settlement on Hills
6.3,50.9,0,94.7432,10.5338,0.655508,110,181,60,169,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.3,51.0,90.6,66.5061,8.9695,0.350872,75,175,37,115,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,41.5,2045.94,20,6.0457,0.458796,87,149,47,157,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.4,41.6,1950.84,20,6.2995,0.596345,114,158,70,106,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.4,41.7,1248.51,24.4467,11.2282,0.577532,64,140,49,155,Cool Temperate,Dry,Forest,Mountains,Cool Temperate Dry,Cool Temperate Dry Forest on Mountains
6.4,41.8,1950.37,35.7886,7.1476,0.809015,30,64,59,137,Cool Temperate,Dry,Forest,Mountains,Cool Temperate Dry,Cool Temperate Dry Forest on Mountains
6.4,41.9,1130.98,23.6463,11.0988,0.665329,81,88,49,157,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.4,42.0,1182.58,39.1521,10.4044,0.524035,58,148,87,132,Cool Temperate,Dry,Forest,Mountains,Cool Temperate Dry,Cool Temperate Dry Forest on Mountains
6.4,42.1,2164.63,30.2998,4.3394,0.620308,88,121,73,166,Cool Temperate,Dry,Grassland,Mountains,Cool Temperate Dry,Cool Temperate Dry Grassland on Mountains
6.4,42.2,1823.83,27.6178,6.1659,0.55993,52,121,11,150,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.4,42.3,1096.89,60.4069,11.2023,0.56374,107,182,64,160,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
6.4,42.4,1387.65,27.0252,8.584,0.3349,96,109,73,189,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.4,42.5,2303.78,28.6849,3.3032,0.598859,88,95,65,158,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.4,42.6,1336.0,41.5204,9.2621,0.340806,40,112,78,132,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.4,42.7,1128.76,35.8629,9.8772,0.520206,87,106,72,143,Cool Temperate,Dry,Grassland,Mountains,Cool Temperate Dry,Cool Temperate Dry Grassland on Mountains
6.4,42.8,1782.72,45.4847,6.2984,0.48822,121,135,119,145,Cool Temperate,Dry,Grassland,Mountains,Cool Temperate Dry,Cool Temperate Dry Grassland on Mountains
6.4,42.9,1522.79,20,7.4803,0.489071,44,147,12,136,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.4,43.0,937.68,20,10.7041,0.610713,120,126,90,176,Cool Temperate,Dry,Settlement,Mountains,Cool Temperate Dry,Cool Temperate Dry Settlement on Mountains
6.4,43.1,1078.88,39.3136,10.0714,0.405649,89,137,106,141,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.4,43.2,1671.56,21.9035,5.7388,0.429814,51,133,69,169,Cool Temperate,Dry,Grassland,Mountains,Cool Temperate Dry,Cool Temperate Dry Grassland on Mountains
6.4,43.3,1823.08,20,6.0122,0.593534,135,174,59,140,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.4,43.4,2361.82,39.9454,2.8722,0.49028,126,143,82,165,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.4,43.5,968.21,20,10.9936,0.522714,107,141,15,148,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.4,43.6,1300.55,20.3864,8.4149,0.619863,43,175,71,139,Cool Temperate,Dry,Forest,Mountains,Cool Temperate Dry,Cool Temperate Dry Forest on Mountains
6.4,43.7,652.09,55.2459,13.1542,0.575283,114,160,102,190,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
6.4,43.8,1116.76,55.0475,9.8073,0.635545,90,111,12,171,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
6.4,43.9,1152.6,29.5781,10.609,0.330975,56,171,29,143,Cool Temperate,Dry,Settlement,Mountains,Cool Temperate Dry,Cool Temperate Dry Settlement on Mountains
6.4,44.0,758.38,41.6114,11.7604,0.554749,74,122,80,169,Cool Temperate,Dry,Shrubland,Hills,Cool Temperate Dry,Cool Temperate Dry Shrubland on Hills
6.4,44.1,297.31,73.1455,14.1386,0.493618,141,140,71,160,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
6.4,44.2,628.69,51.5903,11.6707,0.493646,76,116,82,145,Cool Temperate,Dry,Grassland,Tablelands,Cool Temperate Dry,Cool Temperate Dry Grassland on Tablelands
6.4,44.3,880.31,51.5345,10.309,0.746057,98,210,23,143,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.4,44.4,1047.34,41.5979,8.3658,0.576259,21,184,59,125,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.4,44.5,1005.1,48.8201,8.9887,0.645531,24,141,76,163,Cool Temperate,Dry,Forest,Mountains,Cool Temperate Dry,Cool Temperate Dry Forest on Mountains
6.4,44.6,776.11,87.6333,9.9618,0.599205,59,131,88,147,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
6.4,44.7,1068.25,41.6502,9.1496,0.49862,87,171,72,139,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.4,44.8,1193.62,56.922,7.9028,0.450008,12,109,72,139,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.4,44.9,931.09,79.3685,9.7566,0.705361,75,158,84,141,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
6.4,45.0,596.48,64.5592,10.8056,0.473236,54,165,72,157,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
6.4,45.1,1038.2,78.6588,8.3087,0.401591,92,166,59,148,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.4,45.2,1346.55,63.3034,7.4042,0.674423,81,176,50,124,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
6.4,45.3,836.09,71.7258,10.2953,0.477614,125,155,81,145,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
6.4,45.4,1014.01,85.5087,9.1448,0.372614,68,124,91,176,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
6.4,45.5,1313.98,67.4359,7.9492,0.346539,97,101,25,189,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.4,45.6,1158.53,66.3793,8.2914,0.712834,74,133,117,122,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.4,45.7,1161.47,49.855,7.6638,0.480285,30,132,67,139,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.4,45.8,778.08,97.4169,9.4598,0.507048,75,141,74,145,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
6.4,45.9,424.16,45.4196,12.2188,0.597264,81,147,25,113,Cool Temperate,Dry,Grassland,Tablelands,Cool Temperate Dry,Cool Temperate Dry Grassland on Tablelands
6.4,46.0,732.31,50.8593,10.2682,0.492249,84,132,85,143,Cool Temperate,Dry,Grassland,Hills,Cool Temperate Dry,Cool Temperate Dry Grassland on Hills
6.4,46.1,1101.85,68.8402,6.7882,0.460212,34,124,50,153,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.4,46.2,959.56,52.2091,8.9118,0.52474,117,129,56,156,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.4,46.3,841.56,79.4823,8.2295,0.504045,128,153,58,137,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.4,46.4,1076.25,83.9709,8.1451,0.389196,79,143,87,186,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.4,46.5,69.15,58.1872,14.5078,0.358699,81,92,62,153,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.4,46.6,0,87.8712,14.0907,0.768727,53,128,26,154,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.4,46.7,71.8,89.2232,13.4307,0.534849,132,137,91,180,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.4,46.8,78.91,54.6864,13.2654,0.480537,125,127,56,159,Cool Temperate,Dry,Cropland,Plains,Cool Temperate Dry,Cool Temperate Dry Cropland on Plains
6.4,46.9,33.36,70.0372,14.2003,0.537347,55,113,58,128,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,47.0,28.59,106.0831,13.8382,0.637022,90,129,105,150,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,47.1,24.04,78.3423,13.8965,0.482706,68,161,49,143,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.4,47.2,55.25,66.3418,13.576,0.551325,112,139,47,128,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,47.3,153.6,67.5063,11.8935,0.472821,102,164,84,151,Cool Temperate,Moist,Cropland,Hills,Cool Temperate Moist,Cool Temperate Moist Cropland on Hills
6.4,47.4,84.21,76.7339,12.7192,0.765025,85,87,95,161,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,47.5,7.84,87.0882,13.5983,0.646393,61,110,94,151,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,47.6,75.94,73.9524,12.8628,0.541385,109,139,75,169,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,47.7,13.85,84.6217,12.5231,0.346856,57,93,37,152,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,47.8,29.96,82.1851,12.5343,0.622463,54,175,84,171,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,47.9,45.87,66.6044,12.0983,0.584067,85,167,38,177,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,48.0,3.58,88.7057,12.6362,0.405766,62,89,43,179,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,48.1,0,107.7059,12.3431,0.410218,37,189,60,145,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,48.2,53.12,94.5178,12.0254,0.545733,99,129,98,160,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,48.3,27.96,76.7142,12.2256,0.701787,67,163,0,155,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,48.4,88.83,85.0457,12.9575,0.366342,38,169,67,154,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.4,48.5,34.65,76.8935,12.1651,0.465945,54,168,46,155,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,48.6,76.04,76.349,12.0756,0.325359,120,110,63,170,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,48.7,38.12,68.4782,12.4803,0.488549,93,104,57,118,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,48.8,0,52.9058,12.8314,0.536299,72,117,66,140,Cool Temperate,Dry,Settlement,Plains,Cool Temperate Dry,Cool Temperate Dry Settlement on Plains
6.4,48.9,52.26,78.8029,11.5242,0.545659,44,187,73,110,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,49.0,40.01,75.4754,11.8737,0.380015,84,199,85,145,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,49.1,0,51.1309,12.1495,0.614036,39,160,79,135,Cool Temperate,Dry,Forest,Plains,Cool Temperate Dry,Cool Temperate Dry Forest on Plains
6.4,49.2,100.41,60.02,12.0081,0.513085,67,150,74,131,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,49.3,44.53,67.4186,11.4902,0.748971,46,128,88,151,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.4,49.4,0,81.9251,11.6718,0.596585,33,106,40,156,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,49.5,56.99,66.3991,11.9378,0.56977,121,185,58,174,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.4,49.6,0,78.0006,11.5701,0.39546,54,129,64,131,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,49.7,137.41,81.8201,10.463,0.46099,135,127,61,179,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,49.8,0,70.3162,10.6564,0.497458,55,107,120,137,Cool Temperate,Moist,Settlement,Plains,Cool Temperate Moist,Cool Temperate Moist Settlement on Plains
6.4,49.9,62.73,91.3109,11.0056,0.604905,83,164,67,170,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,50.0,102.02,56.0437,9.9815,0.489041,84,128,100,138,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,50.1,64.83,88.8742,10.5802,0.311357,134,127,51,149,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,50.2,1.16,73.967,11.0405,0.444387,113,78,50,166,Cool Temperate,Moist,Grassland,Plains,Cool Temperate Moist,Cool Temperate Moist Grassland on Plains
6.4,50.3,0,80.3171,11.873,0.559271,66,155,75,150,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,50.4,54.01,69.9115,10.6223,0.554695,68,117,53,156,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,50.5,119.77,86.2597,10.2333,0.273117,11,132,44,142,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,50.6,82.54,56.3903,10.3999,0.426775,52,120,77,160,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,50.7,54.01,72.5458,9.6585,0.610745,75,152,73,148,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,50.8,7.63,75.9325,10.9511,0.713384,22,188,86,150,Cool Temperate,Moist,Cropland,Plains,Cool Temperate Moist,Cool Temperate Moist Cropland on Plains
6.4,50.9,121.78,75.1217,10.0517,0.492504,109,133,69,166,Cool Temperate,Moist,Forest,Plains,Cool Temperate Moist,Cool Temperate Moist Forest on Plains
6.4,51.0,46.94,70.8845,9.7788,0.593159,108,141,50,186,Cool Temperate,Moist,Shrubland,Plains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Plains
6.5,41.5,1201.28,55.6354,10.856,0.595688,89,148,50,129,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
6.5,41.6,1315.48,57.4815,9.976,0.808875,51,106,114,143,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
6.5,41.7,1628.93,23.3163,7.7891,0.53939,107,82,59,190,Cool Temperate,Dry,Grassland,Mountains,Cool Temperate Dry,Cool Temperate Dry Grassland on Mountains
6.5,41.8,1342.19,46.0223,10.0429,0.401879,97,97,39,157,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.5,41.9,1589.37,24.6756,7.7651,0.492409,68,217,69,116,Cool Temperate,Dry,Settlement,Mountains,Cool Temperate Dry,Cool Temperate Dry Settlement on Mountains
6.5,42.0,1922.55,20,5.4268,0.487699,82,149,73,101,Cool Temperate,Dry,Grassland,Mountains,Cool Temperate Dry,Cool Temperate Dry Grassland on Mountains
6.5,42.1,1088.73,20,11.2125,0.521197,92,151,102,162,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.5,42.2,916.01,20,12.7899,0.476937,58,128,63,150,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.5,42.3,1236.89,33.1633,10.4705,0.493412,70,92,26,186,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.5,42.4,1580.57,40.3354,7.8218,0.630747,103,181,41,140,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.5,42.5,1514.81,30.379,7.859,0.355748,100,110,73,147,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.5,42.6,1150.28,38.2635,10.1908,0.710773,88,143,56,159,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.5,42.7,950.45,43.2024,12.0351,0.647993,81,120,63,190,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.5,42.8,1421.98,20,8.5715,0.37575,149,161,60,120,Cool Temperate,Dry,Forest,Mountains,Cool Temperate Dry,Cool Temperate Dry Forest on Mountains
6.5,42.9,1437.45,31.5189,8.4257,0.733969,81,142,95,152,Cool Temperate,Dry,Settlement,Mountains,Cool Temperate Dry,Cool Temperate Dry Settlement on Mountains
6.5,43.0,1459.25,65.8148,7.8362,0.562341,100,112,72,130,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
6.5,43.1,2276.97,20.7409,3.0029,0.547402,132,105,49,139,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.5,43.2,1497.48,24.7351,7.4808,0.572879,53,161,76,160,Cool Temperate,Dry,Settlement,Mountains,Cool Temperate Dry,Cool Temperate Dry Settlement on Mountains
6.5,43.3,1397.23,20,8.4492,0.409171,115,184,38,128,Cool Temperate,Dry,Settlement,Mountains,Cool Temperate Dry,Cool Temperate Dry Settlement on Mountains
6.5,43.4,1408.49,20,8.4989,0.868931,86,133,79,120,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.5,43.5,776.26,30.2724,11.826,0.419435,43,129,68,175,Cool Temperate,Dry,Shrubland,Hills,Cool Temperate Dry,Cool Temperate Dry Shrubland on Hills
6.5,43.6,759.17,36.0615,11.6527,0.532013,90,177,38,135,Cool Temperate,Dry,Shrubland,Hills,Cool Temperate Dry,Cool Temperate Dry Shrubland on Hills
6.5,43.7,1160.28,78.7611,9.3549,0.521055,97,230,99,173,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.5,43.8,785.95,68.0237,11.4738,0.554558,67,125,92,131,Cool Temperate,Moist,Cropland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Cropland on Tablelands
6.5,43.9,1413.26,20.3964,7.5537,0.615764,90,180,69,148,Cool Temperate,Dry,Grassland,Mountains,Cool Temperate Dry,Cool Temperate Dry Grassland on Mountains
6.5,44.0,942.52,29.4014,11.1278,0.396285,81,191,48,127,Cool Temperate,Dry,Settlement,Mountains,Cool Temperate Dry,Cool Temperate Dry Settlement on Mountains
6.5,44.1,629.34,49.6647,12.2777,0.688165,88,125,88,174,Cool Temperate,Dry,Shrubland,Hills,Cool Temperate Dry,Cool Temperate Dry Shrubland on Hills
6.5,44.2,1088.0,39.7316,8.1416,0.616688,39,117,89,171,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.5,44.3,1026.51,29.8648,9.2489,0.793667,82,156,76,167,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.5,44.4,983.46,20,10.143,0.478865,85,139,58,133,Cool Temperate,Dry,Shrubland,Mountains,Cool Temperate Dry,Cool Temperate Dry Shrubland on Mountains
6.5,44.5,761.94,65.6991,11.4243,0.486546,27,144,75,152,Cool Temperate,Moist,Forest,Tablelands,Cool Temperate Moist,Cool Temperate Moist Forest on Tablelands
6.5,44.6,1042.81,88.348,9.2058,0.386142,77,198,83,122,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.5,44.7,924.15,60.826,9.7712,0.669631,29,106,74,161,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.5,44.8,941.0,84.8959,10.1249,0.340032,82,86,94,178,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.5,44.9,560.54,66.817,12.1411,0.626742,79,160,87,158,Cool Temperate,Moist,Forest,Hills,Cool Temperate Moist,Cool Temperate Moist Forest on Hills
6.5,45.0,783.41,67.9786,9.815,0.477297,36,142,70,182,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
6.5,45.1,933.14,47.4199,9.0634,0.672796,6,137,59,122,Cool Temperate,Dry,Cropland,Mountains,Cool Temperate Dry,Cool Temperate Dry Cropland on Mountains
6.5,45.2,763.34,65.6173,10.1045,0.55613,34,150,53,154,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
6.5,45.3,1033.47,79.6027,8.846,0.484169,67,173,59,137,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
6.5,45.4,1369.88,80.431,7.1341,0.421436,116,131,112,129,Cool Temperate,Moist,Forest,Mountains,Cool Temperate Moist,Cool Temperate Moist Forest on Mountains
6.5,45.5,936.2,63.9984,9.4815,0.362969,56,163,92,144,Cool Temperate,Moist,Shrubland,Mountains,Cool Temperate Moist,Cool Temperate Moist Shrubland on Mountains
6.5,45.6,539.74,64.7536,11.5686,0.475231,49,168,104,147,Cool Temperate,Moist,Shrubland,Tablelands,Cool Temperate Moist,Cool Temperate Moist Shrubland on Tablelands
6.5,45.7,781.15,48.8805,9.9035,0.58125,88,186,85,169,Cool Temperate,Dry,Forest,Tablelands,Cool Temperate Dry,Cool Temperate Dry Forest on Tablelands
6.5,45.8,591.81,70.0645,11.3441,0.589329,70,115,92,160,Cool Temperate,Moist,Grassland,Hills,Cool Temperate Moist,Cool Temperate Moist Grassland on Hills
6.5,45.9,979.49,66.3294,9.1455,0.617462,68,136,77,129,Cool Temperate,Moist,Grassland,Mountains,Cool Temperate Moist,Cool Temperate Moist Grassland on Mountains
6.5,46.0,765.91,52.5597,9.6547,0.738321,38,187,31,151,Cool Temperate,Dry,Cropland,Tablelands,Cool Temperate Dry,Cool Temperate Dry Cropland on Tablelands
6.5,46.1,540.9,94.8339,11.4271,0.635132,78,140,65,153,Cool Temperate,Moist,Shrubland,Hills,Cool Temperate Moist,Cool Temperate Moist Shrubland on Hills
6.5,46.2,999.47,79.2785,8.029,0.589226,72,160,34,161,Cool Temperate,Moist,Cropland,Mountains,Cool Temperate Moist,Cool Temperate Moist Cropland on Mountains
